Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings,age,caseType,caseFIR,location
1,प्रमोद,महतो,थारु,Pramod,Mahato,Tharu,"P. Tharu, Pramod Thar, Pramod Tharu",40,Victim,FIR-2011-845,Mumbai
1,नेमधारी,पंडीत,कुम्‍हार,Nemdhari,Pandit,Potter,"Nemdhari Pandit Potter, Nemdhari Potter, N. Potter",22,Suspect,FIR-2019-363,Kolkata
0,गोफली,वि.,क.,Gofli,,v.K.,"Gofli v.K, Gofli v.K., Gofli  v.K.",21,Victim,FIR-2014-935,Kolkata
1,भीम,बहादुर,तमाङ,Bhim,Bahadur,Tamang,"Bhim Taman, Bhim B. Tamang, Bhim Bahadur Taamaang",28,Suspect,FIR-2024-834,Bangalore
1,राज,कुमार,सुनार,Raj,Kumar,Goldsmith,"Raj Kumar Goldsmith, Raj Goldsmith, Raj Goldsmit",18,Victim,FIR-2017-193,Madhya Pradesh
0,उषा,,काफ्ले,usha,,kafle,"usha . kafle, usha kafle, usha  kaafle",28,Criminal,FIR-2007-994,Madhya Pradesh
1,काला,,कामी,Black,,Kami,"Black  Kaami, Black . Kami, Black Kam",43,Victim,FIR-2018-300,Kolkata
1,होम,बहादुर,श्रेष्‍ठ,Home,Bahadur,Shrestha,"Home Bahadur Shrestha, Home B. Shrestha, Home Sresta",44,Suspect,FIR-2014-662,Madhya Pradesh
0,रजना,,रोकाया,Rajna,,stopped,"Rajna  stopped, Rajna stopped, Rajna . stopped",21,Suspect,FIR-2011-308,Mumbai
0,तिर्सना,,नेपाली,Tirsna,,Nepali,"Tirsna Nepal, T. Nepali, Tirsna Nepali",54,Witness,FIR-2001-628,Madhya Pradesh
0,श्रीमती,पति,कनुइन,Smt.,Pati,Kanuin,"Smt. Kanuin, Smt. Pati Kaanuin, S. Kanuin",31,Criminal,FIR-2016-884,Madhya Pradesh
0,पवी,,खड्का,Pavi,,Khadka,"Pavi Khadk, Pavi Kadka, Pavi  Khadka",29,Criminal,FIR-2007-554,Madhya Pradesh
0,कौशिला,,कामी,Kausila,,Kami,"Kausila . Kami, Kausila Kam, K. Kami",54,Criminal,FIR-2022-736,Chennai
0,रिष्टी,माया,राई,Rishti,Maya,Rai,"Rishti Rai, Rishti M. Rai, R. Rai",40,Criminal,FIR-2011-978,Madhya Pradesh
0,लक्ष्मी,,गिरी,Laxmi,,Giri,"Laxmi . Giri, L. Giri, Laxmi Giri",49,Criminal,FIR-2019-311,Madhya Pradesh
1,कुल,बहादुर,तामाङ,Kul,Bahadur,Tamang,"Kul Tamang, Kul Bahadur Tamang, Kul Taman",59,Criminal,FIR-2018-236,Bangalore
0,सरस्‍वती,देवी,अवस्‍थी,Saraswati,Devi,Awasthi,"S. Awasthi, Saraswati Awasthi, Saraswati D. Awasthi",30,Criminal,FIR-2013-744,Kolkata
0,गिता,,थारु,Gita,,Tharu,"Gita  Thaaru, G. Tharu, Gita Taru",23,Victim,FIR-2017-970,Madhya Pradesh
1,राम,प्रसाद,नेपाल,Ram,Prasad,Nepal,"Ram Prasad Nepaal, Ram Nepa, Ram P. Nepal",54,Witness,FIR-2015-914,Jaipur
0,तारा,देवी,चौलागाई,Tara,Devi,Choulagai,"Tara Coulagai, Tara Devi Choulaagaai, Tara Devi Choulagai",57,Criminal,FIR-2023-495,Madhya Pradesh
1,हेमन्त,,श्रेष्ठ,Hemant,,Shrestha,"Hemant Shrestha, Hemant . Shrestha, Hemant Shresth",20,Suspect,FIR-2011-171,Mumbai
0,मदिना,खातुन,अन्सारी,Madina,Khatun,Ansari,"Madina Ansari, Madina Ansar, M. Ansari",40,Suspect,FIR-2022-518,Madhya Pradesh
1,राम,विलास,मण्‍डल,Ram,Vilas,Mandal,"Ram Mandal, Ram Vilas Maandaal, Ram V. Mandal",60,Victim,FIR-2004-372,Hyderabad
1,प्रकाश,,विश्वकर्मा,Prakash,,Vishwakarma,"Prakash  Vishwaakaarmaa, Prakash  Vishwakarma, Prakash . Vishwakarma",47,Criminal,FIR-2009-119,Chennai
1,सुरत,बहादुर,खड्का,Surat,Bahadur,Khadka,"S. Khadka, Surat B. Khadka, Surat Kadka",52,Witness,FIR-2014-197,Madhya Pradesh
0,नगीना,,देवी,nageena,,devi,"nageena  devi, nageena . devi, nageena dev",54,Victim,FIR-2000-676,Chennai
0,मनिषा,,वि.क.,Manisha,,V.K.,"M. V.K., Manisha V.K., Manisha V.K",23,Criminal,FIR-2016-158,Madhya Pradesh
1,इश्वर,आले,मगर,god,is,but,"god bu, g. but, god is but",51,Criminal,FIR-2019-277,Kolkata
1,सुजन,,अधिकारी,Sujan,,Adhikari,"Sujan Adhikari, Sujan  Adhikaari, Sujan Adikari",22,Suspect,FIR-2002-636,Chennai
0,प्रमीला,छेतेन,शेर्पा,Pramila,Chheten,Sherpa,"Pramila Chheten Sherpa, Pramila Sherpa, P. Sherpa",30,Suspect,FIR-2003-879,Delhi
0,अकालबुन,,मुसलमान,Akalbun,,Muslims,"Akalbun Muslim, Akalbun  Muslims, Akalbun Muslims",55,Criminal,FIR-2016-504,Madhya Pradesh
0,ठूली,माया,बस्‍नेत,Thuli,Maya,Basnet,"Thuli Basne, Thuli Maya Basnet, Thuli Maya Baasnet",32,Criminal,FIR-2002-871,Madhya Pradesh
1,सुरेश,कुमार,डगौरा,Suresh,Kumar,Dagaura,"Suresh K. Dagaura, Suresh Kumar Daagaauraa, S. Dagaura",21,Criminal,FIR-2006-572,Bangalore
1,टोप,बहादुर,बोगटी,Top,Bahadur,Bogti,"T. Bogti, Top Bogti, Top Bogt",18,Victim,FIR-2009-651,Pune
0,जौमती,देवी,धामी,joumati,devi,dhami,"joumati devi dhami, j. dhami, joumati devi dhaami",54,Suspect,FIR-2017-902,Madhya Pradesh
1,तुलाराम,ठाकुर,बरहि,Tularam,Thakur,Barhi,"T. Barhi, Tularam Barhi, Tularam Barh",31,Criminal,FIR-2003-203,Madhya Pradesh
0,रमिला,,राई,Ramila,,Rai,"Ramila Rai, Ramila  Rai, Ramila . Rai",56,Criminal,FIR-2022-986,Madhya Pradesh
0,शुस्मा,सुनार,वि.क.,Shusma,Goldsmith,V.K.,"Shusma G. V.K., Shusma V.K., Shusma Goldsmith V.K.",29,Witness,FIR-2024-389,Madhya Pradesh
1,लोक,सिंह,साउद,Lok,Singh,Saund,"Lok S. Saund, Lok Singh Saund, Lok Singh Saaund",46,Witness,FIR-2014-211,Delhi
0,सर्मीला,,राई,Sarmila,,Rai,"Sarmila Rai, S. Rai, Sarmila Ra",24,Suspect,FIR-2004-286,Chennai
0,कल्पना,,महत्रा,kalpana,,mahatra,"kalpana . mahatra, kalpana maatra, kalpana  mahatra",46,Suspect,FIR-2003-922,Kolkata
0,मंगली,,देवी,mangli,,devi,"mangli devi, m. devi, mangli dev",31,Victim,FIR-2007-946,Madhya Pradesh
1,महेश,प्रसाद,साह,Mahesh,Prasad,Shah,"M. Shah, Mahesh P. Shah, Mahesh Sha",37,Witness,FIR-2022-947,Madhya Pradesh
0,तारा,,कार्की,tara,,karki,"tara karki, tara kark, tara  kaarki",40,Victim,FIR-2023-230,Bangalore
0,रस्मी,,के.सी.,Rasmi,,KC,"Rasmi  KC, R. KC, Rasmi . KC",23,Witness,FIR-2004-102,Hyderabad
0,कमला,,गिरी,kamala,,giri,"kamala . giri, kamala giri, kamala  giri",49,Criminal,FIR-2013-121,Kolkata
0,कमल,,कामी,Lotus,,Kami,"Lotus  Kaami, Lotus . Kami, Lotus  Kami",47,Witness,FIR-2004-111,Madhya Pradesh
1,कमल,,के.सी,Kamal,,KC,"K. KC, Kamal K, Kamal KC",56,Victim,FIR-2006-167,Chennai
0,ललिता,,चौधरी,Lalita,,Choudhary,"L. Choudhary, Lalita . Choudhary, Lalita  Choudhari",36,Witness,FIR-2007-700,Madhya Pradesh
1,कृष्‍ण,नन्दन,पाल,Krishna,Nandan,Pal,"Krishna N. Pal, Krishna Nandan Paal, Krishna Pa",50,Criminal,FIR-2008-460,Delhi
0,पम्‍फा,,गौतम,Pampha,,Gautam,"Pampha  Gaautaam, Pampha Gautam, Pampha . Gautam",58,Criminal,FIR-2005-613,Madhya Pradesh
1,शौलेन्द्र,,वातर,Shaulendra,,Vatar,"S. Vatar, Shaulendra Vatar, Shaulendra  Vaataar",56,Victim,FIR-2000-441,Bangalore
1,रोशन,,परियार,Roshan,,Pariyar,"Roshan . Pariyar, R. Pariyar, Roshan  Paariyaar",26,Victim,FIR-2017-648,Madhya Pradesh
1,टासी,ग्याल्वो,लामा,Tasi,Gyalvo,Lama,"Tasi Lam, Tasi Gyalvo Lama, T. Lama",20,Criminal,FIR-2013-241,Chennai
1,गौरब,,बलामी,Gaurav,,Balam,"Gaurav  Balam, Gaurav Balam, Gaurav . Balam",34,Criminal,FIR-2023-207,Kolkata
0,प्रमिसा,,अर्याल,Pramisa,,Aryal,"Pramisa  Arial, Pramisa Arya, Pramisa  Aryal",57,Suspect,FIR-2019-683,Mumbai
0,धन,कुमारी,खत्री,Dhan,Kumari,Khatri,"Dhan Khatri, Dhan Katri, Dhan K. Khatri",48,Victim,FIR-2023-695,Madhya Pradesh
0,मनसरा,,वली,Manasra,,Wali,"Manasra  Waali, M. Wali, Manasra . Wali",40,Criminal,FIR-2008-842,Madhya Pradesh
1,पूर्ण,कुमार,श्रेष्‍ठ,Poorna,Kumar,Shrestha,"Poorna Kumar Shresthaa, Poorna Shrestha, Poorna Shresth",52,Victim,FIR-2005-860,Delhi
1,विष्णु,लाल,प्रजा,Vishnu,Lal,Praja,"Vishnu Lal Praajaa, Vishnu Lal Praja, Vishnu Praja",48,Victim,FIR-2019-346,Bangalore
1,उमेश,,महतो,Umesh,,Mahato,"Umesh  Maahaato, Umesh Mahat, Umesh . Mahato",53,Criminal,FIR-2016-399,Madhya Pradesh
0,मञ्जिला,,भण्डारी,floor,,steward,"floor steward, floor stewar, f. steward",42,Witness,FIR-2020-998,Delhi
1,बाँधु,,थारु,Bandhu,,Tharu,"Bandhu . Tharu, Bandhu Tharu, Bandhu  Tharu",41,Criminal,FIR-2003-636,Bangalore
1,सोनाम,,लिम्बु,Sonam,,Limbu,"Sonam . Limbu, Sonam  Limbu, Sonam Limb",48,Suspect,FIR-2022-727,Delhi
0,किर्तिका,,जोशी,Kirtika,,Joshi,"Kirtika  Joshi, Kirtika Josh, Kirtika Joshi",25,Victim,FIR-2012-143,Madhya Pradesh
0,चन्द्र,कुमारी,मगर,Chandra,Kumari,Magar,"Chandra Maga, Chandra Kumari Magar, Chandra Magar",31,Victim,FIR-2022-954,Hyderabad
0,लक्ष्मी,,शाही,Laxmi,,Shahi,"Laxmi  Shaahi, Laxmi  Shahi, Laxmi . Shahi",50,Witness,FIR-2007-595,Jaipur
1,मुकेश,कुमार,चौधरी,Mukesh,Kumar,Chowdhary,"M. Chowdhary, Mukesh Kumar Chowdhari, Mukesh Chowdhar",20,Criminal,FIR-2022-300,Chennai
0,शर्मिला,,खनाल,Sharmila,,Khanal,"Sharmila  Khaanaal, Sharmila  Khanal, Sharmila Khanal",23,Criminal,FIR-2007-437,Chennai
0,धनिया,,चौधरी,Dhania,,Chowdhary,"Dhania  Chowdhary, Dhania Chowdhar, Dhania  Chowdhari",42,Victim,FIR-2006-449,Kolkata
1,मोहमद,राजा,हुसैन,mohammed,raja,hussein,"m. hussein, mohammed raja hussein, mohammed hussein",34,Witness,FIR-2011-214,Madhya Pradesh
0,ललिता,,लिम्बू,Lalita,,Limbu,"Lalita  Limbu, Lalita Limbu, Lalita . Limbu",24,Victim,FIR-2008-610,Mumbai
1,इन्द्र,बहादुर,विश्‍वकर्मा,Indra,Bahadur,Vishwakarma,"Indra Vishwakarm, Indra Bahadur Vishwaakaarmaa, Indra Bahadur Vishwakarma",38,Criminal,FIR-2006-802,Madhya Pradesh
1,प्रकाश,दत्त,भट्ट,Prakash,Dutt,Bhatt,"Prakash Bhat, Prakash Bhatt, P. Bhatt",18,Criminal,FIR-2021-487,Kolkata
1,नमराज,,भट्ट,Namaraj,,Bhatt,"Namaraj  Bhatt, Namaraj . Bhatt, N. Bhatt",59,Criminal,FIR-2007-675,Madhya Pradesh
0,लक्ष्मी,,ढकाल,Lakshmi,,Dhakal,"Lakshmi Dhaka, Lakshmi Dhakal, Lakshmi  Dhaakaal",29,Witness,FIR-2012-468,Madhya Pradesh
0,मोतिकला,वि,क,Motila,,Vikas,"Motila  Vikas, M. Vikas, Motila Vikas",38,Suspect,FIR-2016-788,Kolkata
0,नजवुन,,खातुन,Najvun,,Khatun,"Najvun  Khaatun, Najvun Khatun, Najvun . Khatun",47,Witness,FIR-2021-493,Madhya Pradesh
1,चन्द्र,कुमार,श्रेष्ठ,Chandra,Kumar,Shrestha,"Chandra Kumar Shrestha, Chandra K. Shrestha, C. Shrestha",42,Criminal,FIR-2015-995,Madhya Pradesh
0,सितादेवी,,विश्‍वकर्मा,sitadevi,,vishwakarma,"sitadevi  vishwaakaarmaa, sitadevi viswakarma, s. vishwakarma",34,Suspect,FIR-2003-220,Hyderabad
1,सरोज,,भट्ट,Saroj,,Bhatt,"S. Bhatt, Saroj Bhat, Saroj Batt",25,Victim,FIR-2016-543,Delhi
0,हिरादेवी,,शाह,Hiradevi,,Shah,"Hiradevi Sha, H. Shah, Hiradevi Sa",21,Witness,FIR-2021-778,Madhya Pradesh
0,बाँचा,,रावत,Bachha,,Rawat,"Bachha . Rawat, B. Rawat, Bachha Rawa",56,Suspect,FIR-2008-823,Hyderabad
0,अन्जली,कुमारी,ठाकुर,Anjali,Kumari,Thakur,"Anjali Thaku, A. Thakur, Anjali Thakur",51,Criminal,FIR-2009-231,Madhya Pradesh
0,ध्रुवतारा,,थारु,Polestar,,Tharu,"Polestar . Tharu, Polestar  Tharu, Polestar Taru",30,Victim,FIR-2014-108,Delhi
1,संजय,चौधरी,थारु,Sanjay,Chaudhary,Tharu,"Sanjay Chaudhary Tharu, Sanjay Taru, Sanjay Chaudhary Thaaru",40,Criminal,FIR-2019-448,Madhya Pradesh
1,श्रीराम,,बलामी,Sriram,,Balami,"Sriram  Baalaami, Sriram Balam, S. Balami",56,Suspect,FIR-2019-812,Madhya Pradesh
0,रुणा,,देवी,runa,,devi,"runa dev, runa  devi, r. devi",47,Criminal,FIR-2012-781,Madhya Pradesh
1,राजाराम,,यादव,Rajaram,,Yadav,"R. Yadav, Rajaram  Yaadaav, Rajaram . Yadav",48,Criminal,FIR-2020-790,Jaipur
1,दिना,साह,तेली,Dina,Shah,Teli,"Dina Tel, D. Teli, Dina S. Teli",49,Witness,FIR-2018-538,Madhya Pradesh
0,रेवती,,कवंर,Revati,,Kanwar,"Revati . Kanwar, Revati Kanwar, Revati Kanwa",31,Victim,FIR-2002-763,Kolkata
0,पवित्रा,,बिष्‍ट,Pavitra,,Bisht,"Pavitra  Bisht, Pavitra . Bisht, Pavitra Bist",40,Victim,FIR-2006-549,Hyderabad
1,विनोद,,अधिकारी,Vinod,,Adhikari,"Vinod Adhikari, V. Adhikari, Vinod Adhikar",34,Suspect,FIR-2017-486,Bangalore
1,मेघराज,,राई,Meghraj,,Rai,"Meghraj  Raai, Meghraj Ra, Meghraj Rai",43,Victim,FIR-2008-137,Kolkata
0,माया,देवी,उप्रेती,Maya,Devi,Upreti,"Maya D. Upreti, Maya Upreti, M. Upreti",48,Suspect,FIR-2011-900,Delhi
1,सुक,बहादुर,बि.के.,Suk,Bahadur,B.K.,"S. B.K., Suk B. B.K., Suk B.K",32,Witness,FIR-2016-914,Hyderabad
1,सम,सुद्धीन,खान,Sam,Sudheen,Khan,"Sam S. Khan, Sam Sudheen Khan, Sam Sudheen Khaan",49,Witness,FIR-2018-886,Chennai
0,सिता,आछामी,मगर,Sita,Achhami,Magar,"Sita Maga, Sita Magar, Sita Achhami Maagaar",34,Victim,FIR-2010-262,Mumbai
1,धरम,बहादुर,डगौरा,Dharam,Bahadur,Dagaura,"Dharam Bahadur Daagaauraa, Dharam B. Dagaura, Dharam Bahadur Dagaura",53,Criminal,FIR-2018-632,Madhya Pradesh
1,फिरोज,,शेष,Feroz,,Shesh,"Feroz Shesh, Feroz Shes, F. Shesh",53,Criminal,FIR-2013-603,Pune
0,भागी,कुमारी,मगर,ran,away,magar,"ran maga, ran magar, ran away maagaar",35,Suspect,FIR-2012-559,Madhya Pradesh
0,दिल,कुमारी,घिमिरे,Dil,Kumari,Ghimire,"Dil Kumari Ghimire, Dil Ghimir, D. Ghimire",39,Witness,FIR-2022-973,Kolkata
1,रोहित,,दास,Rohit,,Das,"Rohit Das, Rohit  Das, R. Das",29,Criminal,FIR-2019-940,Mumbai
0,फुलमती,,लोध,phulmati,,lodh,"phulmati lod, p. lodh, phulmati . lodh",42,Witness,FIR-2003-439,Pune
1,सलिम,,कवारि,Salim,,Kavari,"Salim Kavar, Salim  Kavari, S. Kavari",19,Victim,FIR-2011-604,Madhya Pradesh
1,हरि,राम,लोहार,Hari,Ram,Lohar,"Hari Ram Lohar, H. Lohar, Hari Loar",18,Witness,FIR-2011-450,Chennai
0,सिमा,कुमारी,कुर्मी,Sima,Kumari,Kurmi,"S. Kurmi, Sima K. Kurmi, Sima Kurm",55,Victim,FIR-2006-110,Kolkata
1,सिद्धराज,,शाही,Siddhraj,,Shah,"Siddhraj Sa, Siddhraj  Shah, Siddhraj  Shaah",33,Criminal,FIR-2003-163,Bangalore
0,सिता,कुमारी,श्रेष्‍ठ,Sita,Kumari,best,"Sita best, S. best, Sita bes",57,Criminal,FIR-2024-537,Hyderabad
1,श्रीराम,,आचार्य,shri,ram,acharya,"shri ram acharia, shri acarya, shri ram acharya",35,Victim,FIR-2007-140,Hyderabad
0,सविता,देवी,चौधरी,Savita,Devi,Choudhary,"Savita Devi Choudhary, Savita D. Choudhary, S. Choudhary",20,Criminal,FIR-2009-948,Mumbai
1,राम,किसुन,थारु,Ram,Kisun,Tharu,"Ram Kisun Tharu, Ram Thar, Ram Tharu",51,Witness,FIR-2010-955,Pune
0,कुसमावती,,मल्लाह,Kusmavati,,Mallah,"Kusmavati Mallah, Kusmavati  Maallaah, Kusmavati  Mallah",46,Criminal,FIR-2020-999,Madhya Pradesh
1,डा.,प्रवेश,गौतम,Dr.,Pravesh,Gautam,"Dr. Pravesh Gautam, Dr. Pravesh Gaautaam, Dr. Gauta",35,Witness,FIR-2003-160,Madhya Pradesh
1,महेन्द्र,बहादुर,थापा,Mahendra,Bahadur,Thapa,"Mahendra Bahadur Thapa, Mahendra Thap, Mahendra B. Thapa",41,Suspect,FIR-2010-384,Mumbai
1,बाल,कृष्ण,आचार्य,Bal,Krishna,Acharya,"Bal Krishna Acharia, Bal K. Acharya, Bal Acharya",51,Witness,FIR-2013-180,Chennai
0,चौधरनिया,,थरुनी,Choudharaniya,,Tharuni,"Choudharaniya Taruni, Choudharaniya  Thaaruni, Choudharaniya Tharun",23,Victim,FIR-2019-632,Mumbai
1,इन्द्र,बहादुर,खड्गी,Indra,Bahadur,Khadgi,"Indra B. Khadgi, Indra Khadg, Indra Bahadur Khaadgi",28,Criminal,FIR-2011-288,Madhya Pradesh
1,लिला,बहादुर,मगर,Leela,Bahadur,Magar,"Leela B. Magar, Leela Magar, L. Magar",26,Suspect,FIR-2000-649,Kolkata
0,पवित्री,,थारु,Pavitri,,Tharu,"Pavitri  Thaaru, Pavitri  Tharu, Pavitri Tharu",31,Victim,FIR-2024-522,Madhya Pradesh
0,विमला,महतो,नुविया,Vimala,Mahato,Nuvia,"Vimala Nuvia, V. Nuvia, Vimala M. Nuvia",52,Suspect,FIR-2001-868,Madhya Pradesh
0,मिना,,पन्त,Meena,,Pant,"Meena Pan, M. Pant, Meena  Paant",33,Criminal,FIR-2019-486,Jaipur
0,कमला,सुनारी,मगर,kamala,goldsmith,alligator,"k. alligator, kamala goldsmith aalligaator, kamala alligator",49,Witness,FIR-2000-629,Jaipur
0,देवकला,,खाती,Devkala,,eats,"Devkala eats, Devkala . eats, D. eats",54,Witness,FIR-2009-448,Madhya Pradesh
1,अहि,मान,स्याङतान,ahi,maan,syatangan,"ahi syatangan, ahi maan syatangan, ahi syatanga",42,Witness,FIR-2007-270,Mumbai
0,तारा,,परियार,Tara,,Pariyar,"Tara Pariya, Tara Pariyar, Tara . Pariyar",20,Witness,FIR-2024-813,Bangalore
1,हरी,प्रसाद,श्रेष्ठ,Hari,Prasad,Shrestha,"H. Shrestha, Hari Prasad Shrestha, Hari Prasad Shresthaa",19,Victim,FIR-2022-272,Madhya Pradesh
0,नन्दा,,जोशी,nanda,,joshi,"nanda  joshi, nanda . joshi, nanda joshi",49,Witness,FIR-2012-757,Madhya Pradesh
0,सुष्‍मिता,,गुरुङ्ग,Sushmita,,Gurung,"Sushmita Gurun, Sushmita  Gurung, Sushmita . Gurung",57,Victim,FIR-2016-651,Hyderabad
1,उदय,कुमार,यादव,Uday,Kumar,Yadav,"Uday Yada, Uday Yadav, Uday K. Yadav",50,Criminal,FIR-2020-577,Madhya Pradesh
0,ज्ञानी,माया,गौतम,Gyani,Maya,Gautam,"Gyani M. Gautam, Gyani Maya Gaautaam, Gyani Maya Gautam",44,Victim,FIR-2010-551,Chennai
0,सिता,,चौधरी,Sita,,Chowdhary,"Sita Chowdhar, Sita Chowdhary, Sita . Chowdhary",47,Suspect,FIR-2005-473,Delhi
0,अन्जु,,कोइराला,Anju,,Koirala,"Anju  Koiraalaa, Anju . Koirala, Anju  Koirala",18,Suspect,FIR-2002-115,Delhi
1,खगेन्द्र्,,निरौला,Khagendra,,Niraula,"Khagendra . Niraula, Khagendra Niraul, Khagendra Niraula",55,Victim,FIR-2014-663,Kolkata
0,कुसमी,देवी,मण्डल,Kusmi,Devi,Mandal,"K. Mandal, Kusmi Manda, Kusmi Mandal",55,Criminal,FIR-2022-374,Chennai
0,सिता,कुमारी,लिम्वु,Sita,Kumari,Limvu,"Sita Limvu, Sita K. Limvu, Sita Kumari Limvu",18,Criminal,FIR-2010-444,Mumbai
1,टंक,प्रसाद,आचार्उय,Tank,Prasad,Acharya,"Tank P. Acharya, T. Acharya, Tank Acharya",56,Victim,FIR-2010-214,Delhi
0,बसनधारा,,वि.क.,Basandhara,,V.K.,"Basandhara V.K., Basandhara V.K, B. V.K.",26,Witness,FIR-2017-301,Madhya Pradesh
1,याम,प्रकाश,पौडेल,Yam,Prakash,Paudel,"Yam P. Paudel, Y. Paudel, Yam Paude",35,Suspect,FIR-2020-615,Madhya Pradesh
0,रन्जिता,,स्याङतान,Ranjita,,Sayantan,"Ranjita Sayanta, Ranjita . Sayantan, Ranjita Sayantan",33,Victim,FIR-2011-800,Madhya Pradesh
0,मन्‍ती,,तामाङ,Manti,,Tamang,"Manti  Taamaang, Manti . Tamang, Manti Tamang",24,Criminal,FIR-2015-802,Madhya Pradesh
1,काँसि,राम,सुनार,Bronze,Ram,Goldsmith,"Bronze Goldsmith, Bronze Ram Goldsmith, B. Goldsmith",41,Criminal,FIR-2003-895,Madhya Pradesh
0,डिल,कुमारी,घिमिरे,Dill,Kumari,Ghimire,"Dill Gimire, Dill K. Ghimire, D. Ghimire",24,Criminal,FIR-2011-361,Madhya Pradesh
1,धुइरे,राम,पार्की,Dhuire,Ram,Parki,"Dhuire Parki, Dhuire Park, Dhuire R. Parki",31,Victim,FIR-2014-669,Pune
1,शिव,बहादुर,कार्की,Shiv,Bahadur,Karki,"Shiv Kark, Shiv Karki, Shiv Bahadur Karki",29,Suspect,FIR-2018-117,Mumbai
1,प्रसुन,मान,बज्राचार्य,Prasun,Maan,Bajracharya,"Prasun Bajrachary, Prasun Bajracharya, P. Bajracharya",55,Suspect,FIR-2007-281,Madhya Pradesh
1,हरि,शरण,के.सी.,Hari,Sharan,K.C.,"Hari K.C, Hari K.C., Hari S. K.C.",20,Suspect,FIR-2020-309,Kolkata
0,मिना,,सुनार,Mina,,Goldsmith,"Mina  Goldsmith, Mina Goldsmith, Mina . Goldsmith",59,Criminal,FIR-2016-827,Madhya Pradesh
0,हरि,माया,जिम्बा,Hari,Maya,Jimba,"Hari Maya Jimba, Hari Maya Jimbaa, H. Jimba",19,Witness,FIR-2012-629,Bangalore
1,पुजन,,लिम्बु,Pujan,,Limbu,"Pujan Limb, Pujan Limbu, Pujan  Limbu",40,Victim,FIR-2004-235,Chennai
1,आषिष,,सुनार,ashish,,goldsmith,"a. goldsmith, ashish . goldsmith, ashish goldsmith",44,Witness,FIR-2006-106,Bangalore
1,विनय,,थोकर,Vinay,,Thokkar,"Vinay  Thokkaar, Vinay  Thokkar, Vinay . Thokkar",20,Criminal,FIR-2016-408,Bangalore
1,केसु,राम,थारु,Kesu,Ram,Tharu,"Kesu Tharu, Kesu R. Tharu, Kesu Thar",28,Suspect,FIR-2020-680,Kolkata
0,गोमा,,पाण्डे,Goma,,Pandey,"Goma . Pandey, Goma Pandey, Goma Pande",57,Criminal,FIR-2016-830,Madhya Pradesh
1,अहमद,,देवान,Ahmed,,Dewan,"Ahmed  Dewaan, Ahmed Dewan, Ahmed . Dewan",48,Witness,FIR-2009-919,Chennai
0,गौमती,देवी,गुरुङ,Gaumati,Devi,Gurung,"Gaumati D. Gurung, Gaumati Devi Gurung, G. Gurung",32,Witness,FIR-2000-538,Chennai
0,लक्ष्मी,,लामा,Lakshmi,,Lama,"Lakshmi  Laamaa, Lakshmi Lam, Lakshmi Lama",57,Witness,FIR-2010-645,Kolkata
0,सम्झना,,सुनार,remember,,goldsmith,"remember goldsmit, remember . goldsmith, remember goldsmith",27,Criminal,FIR-2003-348,Mumbai
0,अघनिया,,देवी,Aghaniya,,Devi,"Aghaniya Devi, Aghaniya . Devi, Aghaniya  Devi",34,Suspect,FIR-2009-116,Madhya Pradesh
1,बसन्त,,पराजुली,Basant,,Parajuli,"B. Parajuli, Basant  Paaraajuli, Basant  Parajuli",47,Victim,FIR-2006-757,Delhi
0,नगिना,,देवी,nagina,,devi,"nagina dev, nagina  devi, n. devi",43,Criminal,FIR-2006-839,Madhya Pradesh
1,हरी,प्रसाद,जोशी,Hari,Prasad,Joshi,"H. Joshi, Hari P. Joshi, Hari Joshi",59,Victim,FIR-2002-294,Madhya Pradesh
0,भिमा,,कामी,Bhima,,Kami,"Bhima Kami, Bhima  Kami, Bhima . Kami",50,Criminal,FIR-2010-959,Jaipur
1,पप्पु,कुमार,योगी,Pappu,Kumar,Yogi,"P. Yogi, Pappu Yogi, Pappu Yog",51,Suspect,FIR-2010-842,Chennai
0,रुची,,डंगोल,Ruchi,,Dangol,"Ruchi Dangol, Ruchi . Dangol, Ruchi Dango",45,Witness,FIR-2017-977,Kolkata
0,डम्बर,कुमारी,लावती,dumber,kumari,lavati,"d. lavati, dumber kumari laavaati, dumber k. lavati",52,Victim,FIR-2004-687,Jaipur
1,भिम,बहादुर,प्रधान,Bhim,Bahadur,Pradhan,"Bhim Bahadur Pradhan, Bhim Pradan, Bhim Pradhan",42,Victim,FIR-2018-820,Madhya Pradesh
1,लेख,बहादुर,आले,Article,Bahadur,Aale,"Article B. Aale, Article Aal, Article Aale",55,Criminal,FIR-2012-986,Pune
0,सुनिरा,,विष्ट,Sunira,,Visht,"Sunira  Visht, S. Visht, Sunira Visht",57,Suspect,FIR-2010-319,Delhi
1,गोपाल,,श्रेष्‍ठ,Gopal,,Shrestha,"Gopal Shresth, Gopal Shrestha, Gopal  Shrestha",23,Suspect,FIR-2004-787,Madhya Pradesh
1,सुवास,,पन्थ,Suwas,,Path,"S. Path, Suwas  Paath, Suwas . Path",50,Criminal,FIR-2020-679,Mumbai
0,विष्णु,,पाण्डे,Vishnu,,Pandey,"Vishnu  Pandey, Vishnu Pandey, V. Pandey",19,Victim,FIR-2018-495,Chennai
